client_id snapshot_id seq_num server_timestamp_ms recv_time_ms cpu_percent perceived_position_error bandwidth_per_client_kbps
1 0 0 1765575869404 1765575869406 0.0 0.0 105.06138285467502
2 0 0 1765575869425 1765575869427 0.0 0.0 1047.4433838842083
2 0 1 1765575869425 1765575869432 0.0 0.0 338.24796288674173
1 0 1 1765575869425 1765575869434 50.0 0.0 76.4434263371566
2 0 2 1765575869425 1765575869437 0.0 0.0 190.55277752014146
1 0 2 1765575869425 1765575869440 0.0 0.0 64.91956945364959
1 0 3 1765575869454 1765575869457 12.5 0.0 78.41297476518977
2 0 3 1765575869454 1765575869459 0.0 0.0 120.89304089733483
3 0 0 1765575869461 1765575869463 0.0 0.0 1212.608584219082
3 0 1 1765575869461 1765575869464 0.0 0.0 608.0149757351558
3 0 2 1765575869461 1765575869467 0.0 0.0 369.4605420809997
1 0 4 1765575869461 1765575869469 0.0 0.0 92.88910688327874
2 0 4 1765575869461 1765575869471 0.0 0.0 131.02374154605656
1 0 5 1765575869474 1765575869477 0.0 0.0 107.9893599600077
2 0 5 1765575869475 1765575869479 0.0 0.0 145.71388807082207
3 0 3 1765575869475 1765575869481 0.0 0.0 208.2983911256211
4 0 0 1765575869483 1765575869485 0.0 0.0 1148.8248842554199
4 0 1 1765575869483 1765575869487 0.0 0.0 556.2252407938511
1 0 6 1765575869483 1765575869488 0.0 0.0 115.52915475560661
2 0 6 1765575869483 1765575869490 0.0 0.0 149.3954186873491
3 0 4 1765575869483 1765575869491 0.0 0.0 196.41695076844144
4 0 2 1765575869483 1765575869493 0.0 0.0 220.98928575009683
1 0 7 1765575869505 1765575869507 0.0 0.0 112.30435116669054
2 0 7 1765575869505 1765575869509 0.0 0.0 137.5084406911005
3 0 5 1765575869505 1765575869511 0.0 0.0 157.87190844216016
4 0 3 1765575869505 1765575869512 0.0 0.0 140.27569967502507
1 0 8 1765575869515 1765575869518 0.0 0.0 117.83323102248869
2 0 8 1765575869515 1765575869520 0.0 0.0 141.1391728876667
3 0 6 1765575869515 1765575869522 0.0 0.0 159.99460782347043
4 0 4 1765575869515 1765575869523 0.0 0.0 148.41599436093537
1 0 9 1765575869525 1765575869530 0.0 0.0 136.75622965023484
2 0 9 1765575869525 1765575869532 50.0 0.0 160.20125055088877
3 0 7 1765575869525 1765575869535 0.0 0.0 181.01094053804263
4 0 5 1765575869525 1765575869537 0.0 0.0 179.55144282247002
1 0 10 1765575869527 1765575869540 0.0 0.0 126.62406232132145
2 0 10 1765575869527 1765575869541 0.0 0.0 147.24352897132022
3 0 8 1765575869527 1765575869543 0.0 0.0 162.9995035082244
4 0 6 1765575869527 1765575869545 0.0 0.0 156.2086151068404
1 0 11 1765575869555 1765575869557 0.0 0.0 123.96045653396992
2 0 11 1765575869555 1765575869559 0.0 0.0 141.5442036589759
3 0 9 1765575869555 1765575869561 0.0 0.0 153.22097322018928
4 0 7 1765575869555 1765575869562 0.0 0.0 145.52901868336457
1 0 12 1765575869565 1765575869568 0.0 0.0 127.08536049333968
2 0 12 1765575869565 1765575869570 0.0 0.0 143.4281341295782
3 0 10 1765575869565 1765575869572 0.0 0.0 154.42004539856768
4 0 8 1765575869565 1765575869573 0.0 0.0 148.1258753279358
1 0 13 1765575869575 1765575869579 0.0 0.0 140.11543421029387
2 0 13 1765575869575 1765575869582 0.0 0.0 156.4683051103109
3 0 11 1765575869575 1765575869584 0.0 0.0 169.23128524398754
4 0 9 1765575869575 1765575869586 0.0 0.0 166.32486230539385
1 0 14 1765575869577 1765575869589 0.0 0.0 133.1148629138346
2 0 14 1765575869577 1765575869590 0.0 0.0 148.32848249839967
3 0 12 1765575869577 1765575869592 0.0 0.0 159.05839372367757
4 0 10 1765575869577 1765575869593 0.0 0.0 154.89827213739227
1 0 15 1765575869606 1765575869610 0.0 0.0 137.28178604857757
2 0 15 1765575869606 1765575869612 0.0 0.0 151.03952564115616
3 0 13 1765575869606 1765575869617 0.0 0.0 157.73086818636554
4 0 11 1765575869606 1765575869619 0.0 0.0 152.72795850655706
1 0 16 1765575869609 1765575869623 0.0 0.0 128.9368928173338
2 0 16 1765575869609 1765575869625 100.0 0.0 141.0294043712665
3 0 14 1765575869609 1765575869627 0.0 0.0 147.67102445507405
4 0 12 1765575869609 1765575869629 50.0 0.0 142.43170839278596
1 0 17 1765575869636 1765575869641 0.0 0.0 135.08339615229818
2 0 17 1765575869636 1765575869643 0.0 0.0 146.72672196726688
3 0 15 1765575869636 1765575869645 0.0 0.0 153.78558496482609
4 0 13 1765575869636 1765575869648 0.0 0.0 148.99182096608723
1 0 18 1765575869638 1765575869653 0.0 0.0 128.60870414628587
2 0 18 1765575869638 1765575869655 0.0 0.0 138.814963160877
3 0 16 1765575869638 1765575869657 0.0 0.0 143.95454130010515
4 0 14 1765575869638 1765575869659 0.0 0.0 139.1988076229921
1 0 19 1765575869662 1765575869670 0.0 0.0 134.2072679486571
2 0 19 1765575869662 1765575869672 0.0 0.0 144.4698105082075
3 0 17 1765575869662 1765575869674 0.0 0.0 150.26923112362255
4 0 15 1765575869662 1765575869676 0.0 0.0 146.68218905216844
1 0 20 1765575869667 1765575869679 0.0 0.0 129.91586879082075
2 0 20 1765575869667 1765575869688 0.0 0.0 135.53856880760503
3 0 18 1765575869667 1765575869690 0.0 0.0 139.28562195182684
4 0 16 1765575869667 1765575869693 0.0 0.0 134.55844199675514
1 0 21 1765575869695 1765575869700 0.0 0.0 133.28846752162445
2 0 21 1765575869695 1765575869702 0.0 0.0 142.24313839030003
3 0 19 1765575869695 1765575869704 0.0 0.0 146.72177499216545
4 0 17 1765575869695 1765575869706 0.0 0.0 143.1477734011053
1 0 22 1765575869697 1765575869709 0.0 0.0 129.2056295631971
2 0 22 1765575869697 1765575869711 0.0 0.0 137.83941744501294
3 0 20 1765575869697 1765575869715 0.0 0.0 140.63787040748414
4 0 18 1765575869697 1765575869717 0.0 0.0 136.73145428120682
1 0 23 1765575869719 1765575869725 25.0 0.0 134.46966226061213
2 0 23 1765575869719 1765575869727 0.0 0.0 142.906710377059
3 0 21 1765575869719 1765575869728 0.0 0.0 147.36446829508216
4 0 19 1765575869719 1765575869731 0.0 0.0 143.7506669673055
1 0 24 1765575869721 1765575869736 0.0 0.0 130.05846176889347
2 0 24 1765575869721 1765575869738 0.0 0.0 137.87366830450918
3 0 22 1765575869721 1765575869740 0.0 0.0 141.38659337134652
4 0 20 1765575869722 1765575869741 50.0 0.0 138.18813781500822
1 0 25 1765575869743 1765575869747 0.0 0.0 136.47979259726344
2 0 25 1765575869743 1765575869750 0.0 0.0 144.10684824984895
3 0 23 1765575869743 1765575869752 0.0 0.0 148.09475280257038
4 0 21 1765575869743 1765575869754 0.0 0.0 145.23381129504043
1 0 26 1765575869744 1765575869757 0.0 0.0 132.73307557603937
2 0 26 1765575869744 1765575869759 0.0 0.0 140.3337593133562
3 0 24 1765575869744 1765575869760 0.0 0.0 144.14476666045348
4 0 22 1765575869745 1765575869762 0.0 0.0 141.34236988520993
1 0 27 1765575869764 1765575869770 25.0 0.0 138.2677187598397
2 0 27 1765575869764 1765575869772 0.0 0.0 145.74317481342118
3 0 25 1765575869764 1765575869774 0.0 0.0 149.78504043918423
4 0 23 1765575869764 1765575869776 100.0 0.0 147.2317836944176
1 0 28 1765575869766 1765575869779 0.0 0.0 134.98789147383522
2 0 28 1765575869766 1765575869781 0.0 0.0 142.03849660603788
3 0 26 1765575869766 1765575869783 0.0 0.0 145.5691922362429
4 0 24 1765575869766 1765575869785 0.0 0.0 142.7489989737101
1 0 29 1765575869787 1765575869792 0.0 0.0 139.81657293230774
2 0 29 1765575869787 1765575869794 0.0 0.0 146.9398376133028
4 0 25 1765575869788 1765575869797 0.0 0.0 149.09403954329932
3 0 27 1765575869788 1765575869799 0.0 0.0 149.4231991669966
1 0 30 1765575869789 1765575869802 50.0 0.0 136.22408694720832
2 0 30 1765575869790 1765575869804 0.0 0.0 143.06224279133306
3 0 28 1765575869790 1765575869806 0.0 0.0 146.5826125675473
4 0 26 1765575869790 1765575869807 0.0 0.0 144.34255613602528
1 0 31 1765575869809 1765575869813 0.0 0.0 141.729942866599
2 0 31 1765575869809 1765575869815 0.0 0.0 148.4376855992252
3 0 29 1765575869809 1765575869819 0.0 0.0 151.3107340736699
4 0 27 1765575869809 1765575869821 0.0 0.0 149.26756336519526
1 0 32 1765575869810 1765575869825 0.0 0.0 137.6704863247036
2 0 32 1765575869810 1765575869827 0.0 0.0 144.1511736432124
3 0 30 1765575869810 1765575869829 0.0 0.0 147.42262332660326
4 0 28 1765575869810 1765575869833 0.0 0.0 144.2765984017153
1 0 33 1765575869835 1765575869840 0.0 0.0 141.68110584313027
2 0 33 1765575869835 1765575869841 100.0 0.0 148.07101656324414
3 0 31 1765575869835 1765575869843 0.0 0.0 151.5456532524213
4 0 29 1765575869835 1765575869853 0.0 0.0 146.43175499304076
1 0 34 1765575869837 1765575869857 0.0 0.0 136.23656561224124
2 0 34 1765575869837 1765575869859 0.0 0.0 142.13552244766825
3 0 32 1765575869837 1765575869860 0.0 0.0 145.06124085778592
4 0 30 1765575869837 1765575869862 0.0 0.0 142.99808436295024
1 0 35 1765575869867 1765575869872 0.0 0.0 139.83186538611488
2 0 35 1765575869867 1765575869874 0.0 0.0 145.50702304198296
3 0 33 1765575869867 1765575869876 0.0 0.0 148.5581227507943
4 0 31 1765575869867 1765575869878 0.0 0.0 146.84879025773816
1 0 36 1765575869869 1765575869886 0.0 0.0 135.81616315685002
2 0 36 1765575869869 1765575869887 0.0 0.0 141.43982501077392
4 0 32 1765575869869 1765575869889 0.0 0.0 142.74794672864013
3 0 34 1765575869869 1765575869891 0.0 0.0 143.5160337688264
1 0 37 1765575869892 1765575869897 0.0 0.0 140.15338016909638
2 0 37 1765575869892 1765575869899 0.0 0.0 145.717413744718
3 0 35 1765575869893 1765575869901 50.0 0.0 148.5141742756557
4 0 33 1765575869893 1765575869904 0.0 0.0 146.54415685110956
2 0 38 1765575869894 1765575869907 0.0 0.0 143.4545331317984
1 0 38 1765575869894 1765575869908 0.0 0.0 137.1003092031038
3 0 36 1765575869894 1765575869910 0.0 0.0 145.6691742405017
4 0 34 1765575869894 1765575869912 0.0 0.0 143.79264395552744
1 0 39 1765575869914 1765575869919 0.0 0.0 141.47924135184448
2 0 39 1765575869914 1765575869920 0.0 0.0 146.95781667089162
3 0 37 1765575869914 1765575869922 0.0 0.0 149.88895570337124
4 0 35 1765575869914 1765575869923 0.0 0.0 148.39457274684645
1 0 40 1765575869916 1765575869926 0.0 0.0 139.51918105981622
2 0 40 1765575869916 1765575869928 100.0 0.0 144.80247910170385
3 0 38 1765575869916 1765575869930 50.0 0.0 147.15444460110123
4 0 36 1765575869916 1765575869932 0.0 0.0 145.42388599916362
1 0 41 1765575869934 1765575869939 0.0 0.0 143.21866726972578
2 0 41 1765575869934 1765575869940 0.0 0.0 148.55281886849372
3 0 39 1765575869935 1765575869941 0.0 0.0 151.50699771633452
4 0 37 1765575869935 1765575869943 0.0 0.0 150.09783973175945
1 0 42 1765575869936 1765575869946 0.0 0.0 141.20014837956123
2 0 42 1765575869936 1765575869949 0.0 0.0 146.1049181990476
3 0 40 1765575869936 1765575869951 0.0 0.0 148.64069094765932
4 0 38 1765575869936 1765575869952 0.0 0.0 147.17147473160114
1 0 43 1765575869956 1765575869959 0.0 0.0 141.250780321177
2 0 43 1765575869956 1765575869961 0.0 0.0 146.30668141536228
3 0 41 1765575869956 1765575869962 0.0 0.0 148.9025812584807
4 0 39 1765575869957 1765575869965 0.0 0.0 147.22292281301904
1 0 44 1765575869967 1765575869970 0.0 0.0 141.79903689832048
2 0 44 1765575869967 1765575869972 50.0 0.0 146.73998890944793
3 0 42 1765575869967 1765575869973 0.0 0.0 149.37446752264353
4 0 40 1765575869967 1765575869975 0.0 0.0 148.02902279355368
1 0 45 1765575869977 1765575869982 0.0 0.0 145.30324281117473
2 0 45 1765575869977 1765575869984 0.0 0.0 150.08156535085345
3 0 43 1765575869977 1765575869986 0.0 0.0 152.77991685799046
4 0 41 1765575869977 1765575869988 0.0 0.0 151.5038967131144
1 0 46 1765575869978 1765575869991 0.0 0.0 143.09475573929535
2 0 46 1765575869979 1765575869992 0.0 0.0 147.92794408470283
3 0 44 1765575869979 1765575869994 0.0 0.0 150.54211727248418
4 0 42 1765575869979 1765575869996 0.0 0.0 149.25357945086913
1 0 47 1765575870007 1765575870009 0.0 0.0 141.83166529814332
