client_id snapshot_id seq_num server_timestamp_ms recv_time_ms cpu_percent perceived_position_error bandwidth_per_client_kbps
1 0 0 1765575980726 1765575980934 0.0 0.0 29.032462157180873
1 0 1 1765575980831 1765575981014 0.0 0.0 33.80414379351164
1 0 2 1765575980831 1765575981023 0.0 0.0 32.86213985408462
2 0 0 1765575980831 1765575981039 0.0 0.0 37.89101001068479
2 0 1 1765575980831 1765575981047 0.0 0.0 36.38339819377111
2 0 2 1765575980831 1765575981054 0.0 0.0 43.56281982805614
1 0 3 1765575980915 1765575981087 0.0 0.0 37.26417974012521
3 0 2 1765575980915 1765575981093 0.0 0.0 44.16095090483469
3 0 1 1765575980915 1765575981103 0.0 0.0 41.80975813143886
2 0 4 1765575980928 1765575981106 0.0 0.0 42.08502977869607
3 0 0 1765575980914 1765575981108 0.0 0.0 40.60563068674642
1 0 4 1765575980927 1765575981121 0.0 0.0 38.775808452800646
2 0 3 1765575980915 1765575981123 0.0 0.0 45.99518576819829
3 0 3 1765575980928 1765575981125 0.0 0.0 46.20478609276544
4 0 2 1765575980928 1765575981132 33.3 0.0 38.55949338852424
3 0 4 1765575980976 1765575981152 0.0 0.0 56.58567826269278
4 0 1 1765575980927 1765575981155 0.0 0.0 34.60675852941423
4 0 0 1765575980927 1765575981157 0.0 0.0 34.24255083370804
2 0 5 1765575980976 1765575981164 0.0 0.0 51.436599682265395
4 0 3 1765575980976 1765575981176 0.0 0.0 39.10301111545209
1 0 5 1765575980976 1765575981183 0.0 0.0 37.552504468781144
1 0 6 1765575981010 1765575981197 0.0 0.0 40.436434093419805
4 0 4 1765575981010 1765575981208 0.0 0.0 47.91604917245955
3 0 5 1765575981010 1765575981219 0.0 0.0 56.391308119492045
2 0 6 1765575981053 1765575981268 11.1 0.0 43.51817076210243
2 0 7 1765575981072 1765575981272 33.3 0.0 47.31992264362566
1 0 7 1765575981053 1765575981274 0.0 0.0 38.12595129794623
4 0 5 1765575981053 1765575981275 0.0 0.0 49.30165708707938
1 0 8 1765575981072 1765575981279 0.0 0.0 41.12596720471278
